CURRENCY1;EUR;CURRENCY2;USD
YEAR;2010;AVERAGE;1.325695;MIN;1.194200;MAX;1.456300;NB;258.000000
YEAR;2011;AVERAGE;1.391930;MIN;1.288900;MAX;1.488200;NB;257.000000
YEAR;2012;AVERAGE;1.284789;MIN;1.208900;MAX;1.345400;NB;256.000000
YEAR;2013;AVERAGE;1.328118;MIN;1.276800;MAX;1.381400;NB;255.000000
YEAR;2014;AVERAGE;1.328501;MIN;1.214100;MAX;1.395300;NB;255.000000
YEAR;2015;AVERAGE;1.113301;MIN;1.055200;MAX;1.204300;NB;168.000000
