CURRENCY1;EUR;CURRENCY2;INR
YEAR;2010;AVERAGE;60.584520;MIN;56.041478;MAX;66.789357;NB;258.000000
YEAR;2011;AVERAGE;64.884954;MIN;58.480000;MAX;70.890000;NB;257.000000
YEAR;2012;AVERAGE;68.597348;MIN;63.978000;MAX;72.913000;NB;256.000000
YEAR;2013;AVERAGE;77.929968;MIN;69.541000;MAX;92.065000;NB;255.000000
YEAR;2014;AVERAGE;81.040618;MIN;75.901500;MAX;86.184000;NB;255.000000
YEAR;2015;AVERAGE;70.382423;MIN;65.867100;MAX;76.768100;NB;168.000000
